id,main_emotion,scenario,option1,option2,option3,option4,correct_answer,difficulty,
689,Curiosity,"Questioning the fundamental nature of physical reality after experiencing an intense, hyper-realistic, lucid dream.",Embarrassment,Affection,Sad,Curiosity,Curiosity,Hard,
690,Curiosity,Seeking to deeply and genuinely understand the core mindset of someone whose political values completely oppose yours.,Curiosity,Sad,Relief,Neutral,Curiosity,Hard,
691,Curiosity,Tracing the hidden generational trauma that unconsciously shaped your family's most peculiar and strict traditions.,Relief,Curiosity,Fear,Sad,Curiosity,Hard,
692,Curiosity,Wondering exactly how historians thousands of years from now will completely misinterpret our modern daily habits.,Relief,Embarrassment,Angry,Curiosity,Curiosity,Hard,
693,Curiosity,"Exploring the highly unsettling psychological boundary between true altruism and sophisticated, ego-driven self-interest.",Embarrassment,Fear,Curiosity,Angry,Curiosity,Hard,
694,Curiosity,Contemplating the exact biological and philosophical threshold where a collection of cells becomes a conscious self.,Curiosity,Affection,Embarrassment,Angry,Curiosity,Hard,
695,Curiosity,"Trying to definitively solve an old, complex interpersonal mystery that everyone else in your family has abandoned.",Sad,Happy,Embarrassment,Curiosity,Curiosity,Hard,
696,Curiosity,"Analyzing the subtle, pervasive ways that a specific language fundamentally shapes and limits human cognitive thought.",Neutral,Relief,Curiosity,Sad,Curiosity,Hard,
697,Curiosity,Wondering exactly how it physically feels to completely lose one's ego during a profound meditative state.,Embarrassment,Curiosity,Happy,Angry,Curiosity,Hard,
698,Curiosity,"Investigating the incredibly fine, highly debated line between true creative genius and severe psychological breakdown.",Fear,Embarrassment,Angry,Curiosity,Curiosity,Hard,
699,Happy,"Feeling a profound, joyful sense of wonder while conceptually exploring the infinite complexity of the cosmos.",Fear,Happy,Sad,Relief,Happy,Hard,
700,Neutral,Dispassionately observing your own intense emotional reactions to stress as if you were a detached scientific experiment.,Affection,Neutral,Relief,Angry,Neutral,Hard,
701,Embarrassment,"Waving excitedly at someone across the street, then realizing they were waving at the person behind you.",Fear,Embarrassment,Relief,Neutral,Embarrassment,Easy,
702,Embarrassment,Your stomach growls incredibly loudly during a completely silent final exam.,Curiosity,Embarrassment,Angry,Sad,Embarrassment,Easy,
703,Embarrassment,Accidentally calling your college professor 'Mom' in front of the entire lecture hall.,Curiosity,Embarrassment,Angry,Happy,Embarrassment,Easy,
704,Embarrassment,Tripping dramatically on a flat surface while walking past your gym crush.,Sad,Curiosity,Happy,Embarrassment,Embarrassment,Easy,
705,Embarrassment,Realizing you have a large piece of spinach stuck in your front teeth after a long date.,Embarrassment,Neutral,Sad,Angry,Embarrassment,Easy,
706,Embarrassment,Walking out of a public restroom with a long trail of toilet paper stuck to your shoe.,Angry,Sad,Fear,Embarrassment,Embarrassment,Easy,
707,Embarrassment,"Laughing out loud at a text message in a completely quiet, serious library.",Curiosity,Fear,Embarrassment,Sad,Embarrassment,Easy,
708,Embarrassment,You confidently push a glass door that clearly has a massive 'Pull' sign on it.,Relief,Sad,Angry,Embarrassment,Embarrassment,Easy,
709,Embarrassment,Realizing your shirt has been inside out for the entire workday.,Sad,Relief,Fear,Embarrassment,Embarrassment,Easy,
710,Embarrassment,Going in for a hug while the other person is only going for a high-five.,Neutral,Happy,Sad,Embarrassment,Embarrassment,Easy,
711,Embarrassment,"Answering a question in class with supreme confidence, only to be completely wrong.",Relief,Fear,Embarrassment,Affection,Embarrassment,Easy,
712,Embarrassment,Your phone loudly starts playing an embarrassing song in a crowded elevator.,Embarrassment,Sad,Neutral,Curiosity,Embarrassment,Easy,
713,Embarrassment,Congratulating a woman on her pregnancy when she is not actually pregnant.,Angry,Fear,Happy,Embarrassment,Embarrassment,Easy,
714,Embarrassment,Dropping your full lunch tray in the middle of a crowded cafeteria.,Neutral,Curiosity,Embarrassment,Fear,Embarrassment,Easy,
715,Embarrassment,Accidentally liking your ex's deeply buried vacation photo from five years ago.,Relief,Affection,Sad,Embarrassment,Embarrassment,Easy,
716,Embarrassment,Realizing you have been pronouncing a common word wrong your entire life.,Happy,Sad,Neutral,Embarrassment,Embarrassment,Easy,
717,Embarrassment,Trying to smoothly lean against a wall and completely missing it.,Fear,Sad,Angry,Embarrassment,Embarrassment,Easy,
718,Embarrassment,Speaking loudly while wearing noise-canceling headphones in a quiet office.,Embarrassment,Sad,Curiosity,Affection,Embarrassment,Easy,
719,Embarrassment,Sending a screenshot of a conversation to the exact person you were talking about.,Embarrassment,Relief,Affection,Curiosity,Embarrassment,Easy,
720,Embarrassment,Spilling red wine on the host's pristine white couch at a fancy party.,Embarrassment,Sad,Relief,Happy,Embarrassment,Easy,
721,Embarrassment,Farting loudly by accident during a yoga class when the room is silent.,Embarrassment,Curiosity,Neutral,Happy,Embarrassment,Easy,
722,Embarrassment,Misjudging a step and stumbling awkwardly in front of a group of teenagers.,Embarrassment,Affection,Relief,Fear,Embarrassment,Easy,
723,Embarrassment,Waking up in a meeting and realizing you were visibly drooling.,Happy,Relief,Embarrassment,Sad,Embarrassment,Easy,
724,Embarrassment,Replying 'You too!' when the movie theater worker tells you to enjoy the film.,Relief,Affection,Sad,Embarrassment,Embarrassment,Easy,
725,Embarrassment,Walking into the completely wrong classroom and sitting down before realizing it.,Affection,Fear,Angry,Embarrassment,Embarrassment,Easy,
726,Embarrassment,Your credit card declines for a two-dollar coffee with a long line behind you.,Neutral,Embarrassment,Happy,Fear,Embarrassment,Easy,
727,Embarrassment,Having your voice crack loudly during an important presentation.,Relief,Fear,Embarrassment,Happy,Embarrassment,Easy,
728,Embarrassment,Realizing halfway through a story that no one is actually listening to you.,Happy,Affection,Neutral,Embarrassment,Embarrassment,Easy,
729,Embarrassment,Asking someone 'How is your dog?' only to be reminded the dog passed away.,Sad,Happy,Relief,Embarrassment,Embarrassment,Easy,
730,Embarrassment,You confidently sing the wrong lyrics loudly at a concert.,Relief,Affection,Fear,Embarrassment,Embarrassment,Easy,
731,Embarrassment,Walking around all morning with dried toothpaste clearly visible on your chin.,Neutral,Relief,Fear,Embarrassment,Embarrassment,Easy,
732,Embarrassment,"Trying to quietly open a snack in a meeting, but the wrapper is deafeningly loud.",Embarrassment,Affection,Curiosity,Sad,Embarrassment,Easy,
733,Embarrassment,Forgetting the name of a close coworker while introducing them to your boss.,Affection,Neutral,Embarrassment,Angry,Embarrassment,Easy,
734,Embarrassment,Tripping up the stairs while rushing to catch a train.,Sad,Curiosity,Embarrassment,Happy,Embarrassment,Easy,
735,Fear,Realizing you forgot your wallet right when the waiter hands you an expensive bill.,Happy,Fear,Neutral,Angry,Fear,Easy,
736,Embarrassment,Presenting on stage and suddenly realizing your pants zipper is completely down.,Embarrassment,Relief,Neutral,Angry,Embarrassment,Easy,
737,Fear,Sending a highly inappropriate meme to the family group chat instead of your friends.,Fear,Angry,Neutral,Affection,Fear,Easy,
738,Embarrassment,Your boss walks in right as you are mimicking their specific voice to a coworker.,Happy,Embarrassment,Sad,Curiosity,Embarrassment,Easy,
739,Embarrassment,Realizing you accidentally attached a personal medical document instead of your resume to a job application.,Affection,Relief,Embarrassment,Sad,Embarrassment,Easy,
740,Embarrassment,Accidentally leaving your microphone unmuted while chewing loudly during a massive company call.,Neutral,Affection,Embarrassment,Curiosity,Embarrassment,Easy,
741,Embarrassment,Realizing halfway through an impassioned argument that your core fact is completely wrong.,Fear,Curiosity,Embarrassment,Angry,Embarrassment,Medium,
742,Embarrassment,"You reply all to a company-wide email with a very casual, personal message.",Sad,Relief,Angry,Embarrassment,Embarrassment,Medium,
743,Embarrassment,Being caught aggressively lip-syncing in your car by the driver right next to you.,Affection,Fear,Embarrassment,Neutral,Embarrassment,Medium,
744,Embarrassment,Confidently telling a joke in a group setting and receiving absolute dead silence.,Relief,Fear,Embarrassment,Curiosity,Embarrassment,Medium,
745,Embarrassment,"Asking an acquaintance how their partner is, only to find out they recently had a messy divorce.",Curiosity,Angry,Embarrassment,Sad,Embarrassment,Medium,
746,Fear,Accidentally complaining about a client while the client is secretly copied on the email chain.,Fear,Affection,Happy,Curiosity,Fear,Medium,
747,Embarrassment,Having a coworker point out that you have been calling them the wrong name for three months.,Happy,Curiosity,Embarrassment,Angry,Embarrassment,Medium,
748,Embarrassment,Your screen sharing starts early and everyone sees you searching for dumb dating advice.,Relief,Neutral,Embarrassment,Happy,Embarrassment,Medium,
749,Embarrassment,Accidentally double-tapping an old photo on the Instagram of your partner's ex.,Angry,Curiosity,Affection,Embarrassment,Embarrassment,Medium,
750,Embarrassment,"Trying to join a conversation and completely misunderstanding the topic, making an inappropriate comment.",Happy,Angry,Affection,Embarrassment,Embarrassment,Medium,
751,Embarrassment,"A friend reads your old, highly cringey teenage poetry out loud to the group.",Curiosity,Happy,Embarrassment,Relief,Embarrassment,Medium,
752,Embarrassment,Walking into a glass door so hard that the entire office turns to look at you.,Angry,Embarrassment,Curiosity,Affection,Embarrassment,Medium,
753,Embarrassment,"Confidently correcting someone's grammar, only to realize your correction was actually wrong.",Happy,Angry,Curiosity,Embarrassment,Embarrassment,Medium,
754,Embarrassment,Realizing you have been visibly sweating through your shirt during a first date.,Fear,Sad,Embarrassment,Angry,Embarrassment,Medium,
755,Embarrassment,"You go for a fist bump and the interviewer goes for a handshake, resulting in an awkward hand-hold.",Angry,Embarrassment,Relief,Affection,Embarrassment,Medium,
756,Embarrassment,"Being forced to loudly explain a highly specific, strange purchase to a cashier.",Fear,Relief,Affection,Embarrassment,Embarrassment,Medium,
757,Embarrassment,Your mom drops you off at college and yells an embarrassing childhood nickname in front of everyone.,Embarrassment,Relief,Curiosity,Angry,Embarrassment,Medium,
758,Embarrassment,"Waving back at a cute person at the gym, then seeing they were waving to their partner.",Embarrassment,Curiosity,Fear,Relief,Embarrassment,Medium,
759,Embarrassment,Dropping a heavy weight on your foot at the gym and trying to pretend it didn't hurt.,Fear,Sad,Relief,Embarrassment,Embarrassment,Medium,
760,Embarrassment,Getting caught taking a heavily posed selfie in public by a group of laughing teenagers.,Relief,Sad,Curiosity,Embarrassment,Embarrassment,Medium,
761,Embarrassment,Your phone rings at full volume during a funeral service.,Fear,Embarrassment,Affection,Relief,Embarrassment,Medium,
762,Fear,Accidentally sharing your screen showing you are applying for other jobs during a 1-on-1 with your manager.,Embarrassment,Neutral,Sad,Fear,Fear,Medium,
763,Embarrassment,Trying to speak a foreign language while traveling and accidentally saying something deeply offensive.,Affection,Curiosity,Happy,Embarrassment,Embarrassment,Medium,
764,Embarrassment,Choking on water and having a violent coughing fit during a totally silent movie scene.,Embarrassment,Fear,Neutral,Curiosity,Embarrassment,Medium,
765,Embarrassment,Realizing your fly was unzipped for the entirety of an important job interview.,Curiosity,Embarrassment,Sad,Neutral,Embarrassment,Medium,
766,Embarrassment,"Getting completely rejected after planning a huge, public promposal.",Curiosity,Embarrassment,Relief,Neutral,Embarrassment,Medium,
767,Embarrassment,Overhearing your friends gently making fun of a quirky habit you thought nobody noticed.,Curiosity,Embarrassment,Sad,Neutral,Embarrassment,Medium,
768,Embarrassment,Accidentally liking a LinkedIn post from the person you are actively stalking before an interview.,Embarrassment,Happy,Affection,Curiosity,Embarrassment,Medium,
769,Embarrassment,Leaving the restroom with your skirt tucked completely into your underwear.,Embarrassment,Affection,Curiosity,Relief,Embarrassment,Medium,
770,Embarrassment,Having to ask for a child's menu because you are an extremely picky eater on a date.,Embarrassment,Neutral,Relief,Angry,Embarrassment,Medium,
771,Embarrassment,A coworker points out a very obvious spelling mistake on your heavily praised presentation slide.,Curiosity,Happy,Embarrassment,Affection,Embarrassment,Medium,
772,Embarrassment,Being explicitly told by a flight attendant that your carry-on bag is way too big to fit.,Affection,Happy,Embarrassment,Angry,Embarrassment,Medium,
773,Embarrassment,Confidently introducing two people who inform you they actually dated for three years.,Embarrassment,Neutral,Fear,Happy,Embarrassment,Medium,
774,Fear,You accidentally badmouth the CEO to a stranger in the elevator who turns out to be the CEO.,Curiosity,Neutral,Fear,Sad,Fear,Medium,
775,Embarrassment,Finding out that the 'private' room you were changing in has a huge window facing the street.,Happy,Relief,Neutral,Embarrassment,Embarrassment,Medium,
776,Embarrassment,Realizing you left your webcam on while getting dressed during a remote lecture.,Curiosity,Embarrassment,Neutral,Sad,Embarrassment,Medium,
777,Embarrassment,"You proudly tell a story about meeting a celebrity, and a friend proves you were lying.",Embarrassment,Curiosity,Sad,Angry,Embarrassment,Medium,
778,Embarrassment,Your card declines three times in a row while trying to pay for a business lunch.,Curiosity,Embarrassment,Affection,Angry,Embarrassment,Medium,
779,Embarrassment,Tripping on stage while walking up to accept your hard-earned college diploma.,Fear,Angry,Embarrassment,Happy,Embarrassment,Medium,
780,Embarrassment,"Asking someone when they are due, only to find out they just gained weight.",Curiosity,Angry,Embarrassment,Happy,Embarrassment,Medium,
781,Embarrassment,Being praised profusely for a project you know you actually contributed almost nothing to.,Embarrassment,Relief,Sad,Affection,Embarrassment,Hard,
782,Fear,"Getting caught in a complex, completely unnecessary lie told just to impress someone you deeply respect.",Affection,Fear,Angry,Relief,Fear,Hard,
783,Embarrassment,Trying to relate to a marginalized group's struggles and realizing you sound incredibly privileged and tone-deaf.,Curiosity,Embarrassment,Relief,Sad,Embarrassment,Hard,
784,Embarrassment,"Publicly calling out someone for a mistake, only to realize you are the one who actually messed up.",Affection,Relief,Embarrassment,Angry,Embarrassment,Hard,
785,Embarrassment,A respected mentor kindly but firmly explains that your behavior at the networking event was highly unprofessional.,Angry,Embarrassment,Fear,Neutral,Embarrassment,Hard,
786,Fear,Realizing you accidentally plagiarized a significant portion of your final thesis just before you submit it.,Angry,Fear,Embarrassment,Affection,Fear,Hard,
787,Embarrassment,Finding out you were the completely oblivious 'toxic person' everyone was complaining about in a group chat.,Fear,Happy,Sad,Embarrassment,Embarrassment,Hard,
788,Embarrassment,Receiving an award for a heartfelt essay you entirely generated using an AI language model.,Happy,Embarrassment,Sad,Affection,Embarrassment,Hard,
789,Embarrassment,"Loudly bragging about your high salary to friends, only to learn they all make significantly more than you.",Affection,Relief,Fear,Embarrassment,Embarrassment,Hard,
790,Embarrassment,"Throwing a massive temper tantrum over a delayed flight in front of a completely calm, silent crowd.",Relief,Embarrassment,Curiosity,Affection,Embarrassment,Hard,
791,Embarrassment,"Trying to sound incredibly smart in a debate, but misusing a basic concept and being gently corrected by an expert.",Embarrassment,Relief,Happy,Curiosity,Embarrassment,Hard,
792,Embarrassment,Overhearing a group of your closest friends discussing why they find it so exhausting to hang out with you.,Embarrassment,Relief,Affection,Happy,Embarrassment,Hard,
793,Embarrassment,"Accidentally sending an extremely harsh, unedited draft of a performance review to the employee being reviewed.",Neutral,Embarrassment,Sad,Curiosity,Embarrassment,Hard,
794,Embarrassment,"Being openly rejected by a friend after making an unwanted, completely misjudged romantic advance.",Embarrassment,Happy,Fear,Curiosity,Embarrassment,Hard,
795,Embarrassment,Having a date kindly point out that you have been doing nothing but talking about yourself for two hours.,Embarrassment,Fear,Angry,Affection,Embarrassment,Hard,
796,Embarrassment,A child loudly and innocently points out a major physical insecurity you have been desperately trying to hide.,Neutral,Sad,Fear,Embarrassment,Embarrassment,Hard,
797,Embarrassment,"Your meticulously planned, highly expensive startup completely fails in its first week due to a basic math error.",Neutral,Embarrassment,Fear,Curiosity,Embarrassment,Hard,
798,Embarrassment,"Apologizing profusely for something minor, and the person tells you your apology is making it much worse.",Angry,Embarrassment,Fear,Neutral,Embarrassment,Hard,
799,Embarrassment,Being publicly comforted by a rival after failing spectacularly at a highly publicized sporting event.,Affection,Sad,Relief,Embarrassment,Embarrassment,Hard,
800,Embarrassment,Realizing you confidently explained a woman's own highly cited research paper to her at a conference.,Curiosity,Neutral,Relief,Embarrassment,Embarrassment,Hard,
801,Relief,Finding your lost wallet in your jacket pocket just as you were about to cancel your cards.,Curiosity,Embarrassment,Sad,Relief,Relief,Easy,
802,Relief,The professor extends the deadline for the major essay by an extra week.,Angry,Happy,Relief,Curiosity,Relief,Easy,
803,Relief,"Waking up panicking that you overslept, only to realize it is Saturday.",Relief,Affection,Curiosity,Angry,Relief,Easy,
804,Relief,Seeing a negative result on a medical test you were incredibly stressed about.,Affection,Fear,Happy,Relief,Relief,Easy,
805,Relief,Checking your bank account and realizing you have just enough money to cover rent.,Happy,Affection,Curiosity,Relief,Relief,Easy,
806,Relief,Finding your misplaced passport ten minutes before you need to leave for the airport.,Curiosity,Embarrassment,Relief,Neutral,Relief,Easy,
807,Relief,The dentist tells you that you don't have any new cavities this time.,Relief,Embarrassment,Affection,Happy,Relief,Easy,
808,Relief,A meeting you were completely unprepared for gets cancelled at the last minute.,Affection,Relief,Curiosity,Embarrassment,Relief,Easy,
809,Relief,You finally submit your final college application after months of stressful drafting.,Affection,Happy,Embarrassment,Relief,Relief,Easy,
810,Relief,"Your computer crashes, but it successfully restores your unsaved 10-page document upon rebooting.",Happy,Curiosity,Angry,Relief,Relief,Easy,
811,Relief,"You thought you sent an embarrassing text to your boss, but it failed to send.",Fear,Curiosity,Angry,Relief,Relief,Easy,
812,Relief,Making it to the train platform exactly as the doors are about to close.,Embarrassment,Sad,Curiosity,Relief,Relief,Easy,
813,Relief,You check your final grade and see you barely passed the hardest class.,Relief,Sad,Fear,Curiosity,Relief,Easy,
814,Relief,Hearing the heavy rain stop right before you have to walk home.,Embarrassment,Curiosity,Relief,Neutral,Relief,Easy,
815,Relief,"Your phone battery dies, but you immediately find a charger in your bag.",Curiosity,Angry,Relief,Fear,Relief,Easy,
816,Relief,The terrifying turbulence on your long flight finally smooths out completely.,Happy,Neutral,Curiosity,Relief,Relief,Easy,
817,Relief,"You finally take off your tight, uncomfortable shoes after a very long day of walking.",Embarrassment,Neutral,Relief,Fear,Relief,Easy,
818,Relief,Finding out the stain on your favorite white shirt washed out completely.,Sad,Fear,Curiosity,Relief,Relief,Easy,
819,Relief,"You thought you lost your keys, but they were just at the bottom of your bag.",Curiosity,Embarrassment,Affection,Relief,Relief,Easy,
820,Relief,Your roommate pays their half of the rent after being unreachable for three days.,Curiosity,Relief,Embarrassment,Angry,Relief,Easy,
821,Relief,"A massive, stressful family gathering finally comes to a peaceful end.",Relief,Angry,Affection,Sad,Relief,Easy,
822,Relief,You finish giving your terrifying public speech and sit back down in your chair.,Sad,Happy,Relief,Curiosity,Relief,Easy,
823,Relief,Realizing the loud crashing sound downstairs was just your cat knocking over a book.,Curiosity,Angry,Sad,Relief,Relief,Easy,
824,Relief,"You thought you were pulled over by the police, but they pass you for someone else.",Neutral,Affection,Angry,Relief,Relief,Easy,
825,Happy,Finding out your missing dog was safely picked up by a friendly neighbor.,Curiosity,Neutral,Happy,Fear,Happy,Easy,
826,Relief,The intense headache you have had all day finally starts to fade away.,Angry,Relief,Curiosity,Fear,Relief,Easy,
827,Relief,"Your car engine makes a weird noise, but the mechanic says it is a cheap fix.",Affection,Sad,Relief,Embarrassment,Relief,Easy,
828,Relief,"You completely forgot a friend's birthday, but they rescheduled their party for next week.",Relief,Happy,Affection,Fear,Relief,Easy,
829,Happy,You finally unlock the front door after struggling with the frozen lock for ten minutes.,Affection,Neutral,Happy,Sad,Happy,Easy,
830,Happy,Hearing that your sick family member is finally being discharged from the hospital.,Happy,Sad,Relief,Fear,Happy,Easy,
831,Relief,The stressful group project is finally over and you never have to see them again.,Neutral,Relief,Curiosity,Fear,Relief,Easy,
832,Relief,You log into the portal and see your financial aid was officially approved.,Curiosity,Relief,Sad,Affection,Relief,Easy,
833,Relief,You nervously step on the scale and see you haven't gained the weight you feared.,Happy,Fear,Relief,Neutral,Relief,Easy,
834,Relief,You finally remember the password to an old account right before it locks you out.,Curiosity,Affection,Relief,Neutral,Relief,Easy,
835,Relief,"A spider disappears in your room, but you immediately spot it and trap it safely.",Curiosity,Relief,Angry,Fear,Relief,Easy,
836,Relief,"You accidentally drop your brand new phone face down, but the screen is completely fine.",Curiosity,Neutral,Relief,Affection,Relief,Easy,
837,Relief,"You realize you accidentally left the stove on, but you rush home in time to turn it off safely.",Relief,Angry,Affection,Fear,Relief,Easy,
838,Relief,The heavy traffic clears up just in time for you to make your job interview.,Curiosity,Neutral,Relief,Embarrassment,Relief,Easy,
839,Relief,You finally untangle the massive knot in your favorite necklace after an hour of trying.,Relief,Angry,Embarrassment,Happy,Relief,Easy,
840,Relief,"Hearing the final bell ring on the last, grueling day of the semester.",Happy,Relief,Curiosity,Neutral,Relief,Easy,
841,Relief,"You confess a difficult truth to a close friend, and they immediately understand and support you.",Happy,Curiosity,Relief,Affection,Relief,Medium,
842,Relief,"Your boss calls you into the office, but it's just to ask a quick question, not fire you.",Neutral,Relief,Curiosity,Fear,Relief,Medium,
843,Relief,You successfully navigate a massive argument with your partner without anyone yelling.,Affection,Sad,Relief,Fear,Relief,Medium,
844,Happy,A toxic coworker unexpectedly announces they are taking a job at a completely different company.,Happy,Relief,Angry,Affection,Happy,Medium,
845,Relief,You finally pay off the very last installment of a heavily burdensome credit card debt.,Fear,Sad,Relief,Embarrassment,Relief,Medium,
846,Relief,You realize your social media mistake was taken down before anyone actually saw it.,Affection,Relief,Fear,Curiosity,Relief,Medium,
847,Relief,Hearing that the massive round of corporate layoffs will not affect your specific department.,Embarrassment,Relief,Neutral,Curiosity,Relief,Medium,
848,Relief,"You nervously set a hard boundary with a parent, and they surprisingly respect it.",Curiosity,Relief,Neutral,Embarrassment,Relief,Medium,
849,Happy,"A medical scare turns out to be a completely harmless, easily treatable condition.",Affection,Fear,Happy,Embarrassment,Happy,Medium,
850,Relief,"You finally end a long, draining relationship and wake up the next morning alone.",Angry,Affection,Relief,Embarrassment,Relief,Medium,
851,Relief,You realize a rumor spreading around the office is about someone else entirely.,Neutral,Relief,Fear,Angry,Relief,Medium,
852,Relief,"Your intense, weeks-long hyper-fixation on a stressful problem finally just fades away.",Happy,Relief,Sad,Fear,Relief,Medium,
853,Relief,You safely land a difficult jump in sports without re-injuring your recovering knee.,Relief,Angry,Curiosity,Fear,Relief,Medium,
854,Relief,A terrifying financial emergency is narrowly avoided thanks to a sudden tax refund.,Relief,Affection,Embarrassment,Sad,Relief,Medium,
855,Relief,You formally decline an invitation to an event you were dreading attending for months.,Happy,Sad,Curiosity,Relief,Relief,Medium,
856,Relief,"After days of agonizing silence, you finally get a polite rejection instead of being ghosted.",Angry,Relief,Neutral,Fear,Relief,Medium,
857,Relief,You realize you don't actually care what your critical extended family thinks of your career.,Angry,Happy,Relief,Neutral,Relief,Medium,
858,Happy,A friend who borrowed a large sum of money from you finally pays it all back.,Fear,Happy,Curiosity,Embarrassment,Happy,Medium,
859,Relief,You step out of a highly toxic workplace environment for the very last time.,Happy,Relief,Sad,Curiosity,Relief,Medium,
860,Relief,"You finish a grueling, incredibly painful physical therapy session and can finally rest.",Relief,Fear,Happy,Affection,Relief,Medium,
861,Relief,You finally admit to yourself that you don't want to go to medical school anymore.,Curiosity,Relief,Embarrassment,Affection,Relief,Medium,
862,Relief,"A highly anticipated date gets canceled, and you realize you actually just wanted to stay home.",Relief,Happy,Affection,Fear,Relief,Medium,
863,Relief,"You successfully hide a massive, embarrassing mistake long enough to silently fix it completely.",Fear,Relief,Sad,Curiosity,Relief,Medium,
864,Happy,"After weeks of severe insomnia, you finally get eight full hours of uninterrupted sleep.",Sad,Angry,Happy,Affection,Happy,Medium,
865,Relief,You manage to calm down your escalating panic attack before you lose total control.,Affection,Embarrassment,Relief,Sad,Relief,Medium,
866,Relief,You stop trying to force a dying friendship to work and simply let it fade out.,Embarrassment,Neutral,Angry,Relief,Relief,Medium,
867,Relief,Your landlord announces they are not raising your rent for the upcoming lease renewal.,Curiosity,Neutral,Sad,Relief,Relief,Medium,
868,Relief,"You accidentally double-book yourself, but one of the events gets suddenly postponed.",Neutral,Relief,Fear,Sad,Relief,Medium,
869,Relief,You finally tell your partner about your secret financial debt and they don't leave you.,Relief,Embarrassment,Angry,Affection,Relief,Medium,
870,Relief,"A massive, hidden burden you have been carrying is suddenly no longer your responsibility.",Neutral,Sad,Angry,Relief,Relief,Medium,
871,Relief,"You confront a friend about their hurtful behavior, and they sincerely apologize and change.",Neutral,Happy,Embarrassment,Relief,Relief,Medium,
872,Relief,You finally block a toxic ex on all platforms and the constant anxiety stops.,Neutral,Happy,Fear,Relief,Relief,Medium,
873,Relief,You finish moving the last heavy box up three flights of stairs into your new apartment.,Embarrassment,Sad,Angry,Relief,Relief,Medium,
874,Relief,A friend casually changes the subject when someone brings up an incredibly triggering topic for you.,Happy,Relief,Angry,Fear,Relief,Medium,
875,Relief,"You bravely share your vulnerable creative work and it receives quiet, respectful praise.",Curiosity,Embarrassment,Sad,Relief,Relief,Medium,
876,Relief,"You realize your anxiety was lying to you, and your friends actually do enjoy your company.",Affection,Happy,Relief,Embarrassment,Relief,Medium,
877,Relief,"The incredibly intense, awkward silence at the dinner party is finally broken by a joke.",Affection,Relief,Sad,Fear,Relief,Medium,
878,Relief,You finally hit 'send' on an email resigning from a job that was destroying your mental health.,Embarrassment,Relief,Angry,Neutral,Relief,Medium,
879,Relief,You survive the first holiday season after a major loss without completely breaking down.,Curiosity,Happy,Neutral,Relief,Relief,Medium,
880,Relief,"After losing your job, you finally secure a decent, temporary gig to pay the upcoming bills.",Embarrassment,Sad,Neutral,Relief,Relief,Medium,
881,Relief,"You finally fail the impossible standard you set for yourself, meaning you can stop trying so hard.",Embarrassment,Relief,Sad,Fear,Relief,Hard,
882,Relief,You realize with quiet clarity that someone else's emotional crisis is simply not your problem to fix.,Relief,Curiosity,Happy,Angry,Relief,Hard,
883,Relief,The devastating realization that your marriage is truly over is overshadowed by the peace of no longer fighting.,Relief,Angry,Happy,Embarrassment,Relief,Hard,
884,Relief,"You let down someone you admire deeply, but the crushing weight of their expectations is finally gone.",Relief,Neutral,Affection,Sad,Relief,Hard,
885,Relief,"You give up on a lifelong, agonizing dream and suddenly feel a profound, empty lightness.",Angry,Relief,Affection,Curiosity,Relief,Hard,
886,Relief,"You finally accept that an estranged family member will never change, and you stop hoping they will.",Angry,Embarrassment,Affection,Relief,Relief,Hard,
887,Relief,"You hit absolute rock bottom financially, and the constant fear of falling is replaced by silent calm.",Affection,Relief,Happy,Sad,Relief,Hard,
888,Happy,"You are officially diagnosed with a chronic illness, finally explaining years of mysterious, dismissed pain.",Curiosity,Sad,Affection,Happy,Happy,Hard,
889,Relief,"You publicly admit a massive personal failure, and the exhaustion of hiding it instantly vanishes.",Embarrassment,Relief,Curiosity,Sad,Relief,Hard,
890,Relief,"Your most terrifying, irrational fear finally comes true, and you realize you can actually survive it.",Relief,Affection,Sad,Neutral,Relief,Hard,
891,Relief,"You silently walk away from an unwinnable, toxic argument without trying to prove you are right.",Affection,Happy,Angry,Relief,Relief,Hard,
892,Relief,"You grieve the loss of a parent who was deeply abusive, feeling mostly that the nightmare is over.",Angry,Embarrassment,Happy,Relief,Relief,Hard,
893,Relief,You finally stop performing your curated personality and let yourself just be uninteresting and quiet.,Embarrassment,Fear,Neutral,Relief,Relief,Hard,
894,Relief,"You completely burn a bridge with a powerful mentor, liberating yourself from their constant manipulation.",Curiosity,Neutral,Sad,Relief,Relief,Hard,
895,Relief,"You realize you have absolutely no idea what you are doing with your life, and that's okay.",Relief,Angry,Happy,Sad,Relief,Hard,
896,Relief,"You survive a near-death experience and the trivial, petty anxieties of your daily life completely evaporate.",Angry,Relief,Embarrassment,Sad,Relief,Hard,
897,Relief,You intentionally miss a massive career opportunity just to preserve your fragile mental health.,Angry,Neutral,Relief,Sad,Relief,Hard,
898,Relief,"You finally forgive yourself for a terrible mistake you made years ago, ending your daily self-punishment.",Angry,Relief,Neutral,Embarrassment,Relief,Hard,
899,Relief,"You watch the company that wrongfully fired you completely collapse, releasing your lingering bitterness.",Affection,Relief,Embarrassment,Curiosity,Relief,Hard,
900,Relief,"You finally admit you do not love your partner anymore, ending months of suffocating internal guilt.",Embarrassment,Relief,Affection,Neutral,Relief,Hard,
